name,population
"Santa Rita d'Oeste, SP",2510
"Santa Rita do Passa Quatro, SP",27514
"Santa Rosa de Viterbo, SP",26322
"Santa Salete, SP",1539
"Santo Anastácio, SP",20889
"Santo André, SP",716109
"Santo Antônio da Alegria, SP",6880
"Santo Antônio de Posse, SP",23085
"Santo Antônio do Aracanguá, SP",8356
"Santo Antônio do Jardim, SP",5968
"Santo Antônio do Pinhal, SP",6794
"Santo Expedito, SP",3086
"Santópolis do Aguapeí, SP",4736
"Santos, SP",432957
"São Bento do Sapucaí, SP",10862
"São Bernardo do Campo, SP",833240
"São Caetano do Sul, SP",160275
"São Carlos, SP",249415
"São Francisco, SP",2826
"São João da Boa Vista, SP",90637
"São João das Duas Pontes, SP",2574
"São João de Iracema, SP",1912
"São João do Pau d'Alho, SP",2111
"São Joaquim da Barra, SP",51447
"São José da Bela Vista, SP",8895
"São José do Barreiro, SP",4151
"São José do Rio Pardo, SP",54763
"São José do Rio Preto, SP",456245
"São José dos Campos, SP",713943
"São Lourenço da Serra, SP",15667
"São Luiz do Paraitinga, SP",10684
"São Manuel, SP",40781
"São Miguel Arcanjo, SP",32859
"São Paulo, SP",12176866
"São Pedro, SP",35318
"São Pedro do Turvo, SP",7636
"São Roque, SP",89943
"São Sebastião, SP",87596
"São Sebastião da Grama, SP",12205
"São Simão, SP",15257
"São Vicente, SP",363173
"Sarapuí, SP",10177
"Sarutaiá, SP",3646
"Sebastianópolis do Sul, SP",3470
"Serra Azul, SP",14334
"Serrana, SP",44555
"Serra Negra, SP",29001
"Sertãozinho, SP",124453
"Sete Barras, SP",12884
"Severínia, SP",17328
"Silveiras, SP",6264
"Socorro, SP",40648
"Sorocaba, SP",671186
"Sud Mennucci, SP",7708
"Sumaré, SP",278571
"Suzano, SP",294638
"Suzanápolis, SP",3911
"Tabapuã, SP",12328
"Tabatinga, SP",16345
"Taboão da Serra, SP",285570
"Taciba, SP",6240
"Taguaí, SP",13569
"Taiaçu, SP",6268
"Taiúva, SP",5568
"Tambaú, SP",23182
"Tanabi, SP",25830
"Tapiraí, SP",7850
"Tapiratiba, SP",12970
"Taquaral, SP",2810
"Taquaritinga, SP",56984
"Taquarituba, SP",23180
"Taquarivaí, SP",5792
"Tarabai, SP",7395
"Tarumã, SP",14812
"Tatuí, SP",120533
"Taubaté, SP",311854
"Tejupá, SP",4574
"Teodoro Sampaio, SP",23019
"Terra Roxa, SP",9302
"Tietê, SP",41622
"Timburi, SP",2663
"Torre de Pedra, SP",2401
"Torrinha, SP",9963
"Trabiju, SP",1709
"Tremembé, SP",46642
"Três Fronteiras, SP",5781
"Tuiuti, SP",6808
"Tupã, SP",65477
"Tupi Paulista, SP",15404
"Turiúba, SP",2012
"Turmalina, SP",1759
"Ubarana, SP",6216
"Ubatuba, SP",89747
"Ubirajara, SP",4754
"Uchoa, SP",10068
"União Paulista, SP",1823
"Urânia, SP",9108
"Uru, SP",1177
"Urupês, SP",13727
"Valentim Gentil, SP",13115
"Valinhos, SP",127123
"Valparaíso, SP",26130
"Vargem, SP",10378
"Vargem Grande do Sul, SP",42573
"Vargem Grande Paulista, SP",51702
"Várzea Paulista, SP",120572
"Vera Cruz, SP",10864
"Vinhedo, SP",77308
"Viradouro, SP",18775
"Vista Alegre do Alto, SP",8626
"Vitória Brasil, SP",1834
"Votorantim, SP",121331
"Votuporanga, SP",93736
"Zacarias, SP",2684
"Chavantes, SP",12418
"Estiva Gerbi, SP",11198
"Abatiá, PR",7507
"Adrianópolis, PR",5983
"Agudos do Sul, PR",9269
"Almirante Tamandaré, PR",117168
"Altamira do Paraná, PR",2209
"Altônia, PR",21933
"Alto Paraná, PR",14679
"Alto Piquiri, PR",9896
"Alvorada do Sul, PR",11306
"Amaporã, PR",6181
"Ampére, PR",18989
"Anahy, PR",2816
"Andirá, PR",20139
"Ângulo, PR",2927
"Antonina, PR",19011
"Antônio Olinto, PR",7441
"Apucarana, PR",133726
"Arapongas, PR",121198
"Arapoti, PR",27925
"Arapuã, PR",3128
"Araruna, PR",13939
"Araucária, PR",141410
"Ariranha do Ivaí, PR",2151
"Assaí, PR",15289
"Assis Chateaubriand, PR",33397
"Astorga, PR",26011
"Atalaia, PR",3902
"Balsa Nova, PR",12787
"Bandeirantes, PR",31526
"Barbosa Ferraz, PR",11714
"Barracão, PR",10238
"Barra do Jacaré, PR",2781
"Bela Vista da Caroba, PR",3567
"Bela Vista do Paraíso, PR",15395
"Bituruna, PR",16377
"Boa Esperança, PR",4165
"Boa Esperança do Iguaçu, PR",2538
"Boa Ventura de São Roque, PR",6411
"Boa Vista da Aparecida, PR",7643
"Bocaiúva do Sul, PR",12755
"Bom Jesus do Sul, PR",3577
"Bom Sucesso, PR",6995
"Bom Sucesso do Sul, PR",3274
"Borrazópolis, PR",6749
"Braganey, PR",5473
"Brasilândia do Sul, PR",2719
"Cafeara, PR",2914
"Cafelândia, PR",17775
"Cafezal do Sul, PR",4080
"Califórnia, PR",8533
"Cambará, PR",25252
"Cambé, PR",105704
"Cambira, PR",7813
"Campina da Lagoa, PR",14366
"Campina do Simão, PR",3917
"Campina Grande do Sul, PR",42880
"Campo Bonito, PR",3905
"Campo do Tenente, PR",7894
"Campo Largo, PR",130091
"Campo Magro, PR",28885
"Campo Mourão, PR",94212
"Cândido de Abreu, PR",15233
"Candói, PR",15903
"Cantagalo, PR",13306
"Capanema, PR",19099
"Capitão Leônidas Marques, PR",15724
"Carambeí, PR",22993
"Carlópolis, PR",14283
"Cascavel, PR",324476
"Castro, PR",71151
"Catanduvas, PR",10213
"Centenário do Sul, PR",10891
"Cerro Azul, PR",17725
"Céu Azul, PR",11709
"Chopinzinho, PR",19343
"Cianorte, PR",81393
"Cidade Gaúcha, PR",12503
"Clevelândia, PR",16671
"Colombo, PR",240840
"Colorado, PR",23879
"Congonhinhas, PR",8777
"Conselheiro Mairinck, PR",3843
"Contenda, PR",18326
"Corbélia, PR",17024
"Cornélio Procópio, PR",47847
"Coronel Domingos Soares, PR",7475
"Coronel Vivida, PR",20892
"Corumbataí do Sul, PR",3313
"Cruzeiro do Iguaçu, PR",4264
"Cruzeiro do Oeste, PR",20917
"Cruzeiro do Sul, PR",4489
"Cruz Machado, PR",18675
"Cruzmaltina, PR",2980
"Curitiba, PR",1917185
"Curiúva, PR",15003
"Diamante do Norte, PR",5146
"Diamante do Sul, PR",3454
"Diamante D'Oeste, PR",5239
"Dois Vizinhos, PR",40234
"Douradina, PR",8621
"Doutor Camargo, PR",5976
"Enéas Marques, PR",5990
"Engenheiro Beltrão, PR",14020
"Esperança Nova, PR",1732
"Entre Rios do Oeste, PR",4481
"Espigão Alto do Iguaçu, PR",4188
"Farol, PR",3139
"Faxinal, PR",17185
"Fazenda Rio Grande, PR",98368
"Fênix, PR",4777
"Fernandes Pinheiro, PR",5690
"Figueira, PR",7845
"Floraí, PR",4953
"Flor da Serra do Sul, PR",4645
"Floresta, PR",6695
"Florestópolis, PR",10646
"Flórida, PR",2679
"Formosa do Oeste, PR",6700
"Foz do Iguaçu, PR",258823
"Francisco Alves, PR",6101
"Francisco Beltrão, PR",89942
"Foz do Jordão, PR",4745
"General Carneiro, PR",13735
"Godoy Moreira, PR",2996
"Goioerê, PR",28962
"Goioxim, PR",7170
"Grandes Rios, PR",5742
"Guaíra, PR",32923
"Guairaçá, PR",6553
"Guamiranga, PR",8664
"Guapirama, PR",3820
"Guaporema, PR",2246
"Guaraci, PR",5473
"Guaraniaçu, PR",12733
"Guarapuava, PR",180334
"Guaraqueçaba, PR",7679
"Guaratuba, PR",36595
"Honório Serpa, PR",5305
"Ibaiti, PR",31142
"Ibema, PR",6334
"Ibiporã, PR",53970
"Icaraíma, PR",8025
"Iguaraçu, PR",4366
"Iguatu, PR",2258
"Imbaú, PR",12936
"Imbituva, PR",32179
"Inácio Martins, PR",11129
"Inajá, PR",3103
"Indianópolis, PR",4449
"Ipiranga, PR",15092
"Iporã, PR",14073
"Iracema do Oeste, PR",2325
"Irati, PR",60357
"Iretama, PR",10241
"Itaguajé, PR",4487
"Itaipulândia, PR",10961
"Itambaracá, PR",6616
"Itambé, PR",6107
"Itapejara d'Oeste, PR",11831
"Itaperuçu, PR",28187
"Itaúna do Sul, PR",2951
"Ivaí, PR",13791
"Ivaiporã, PR",32035
"Ivaté, PR",8128
"Ivatuba, PR",3238
"Jaboti, PR",5244
"Jacarezinho, PR",39435
"Jaguapitã, PR",13494
"Jaguariaíva, PR",34683
"Jandaia do Sul, PR",21122
"Janiópolis, PR",5400
"Japira, PR",4995
"Japurá, PR",9349
"Jardim Alegre, PR",11465
"Jardim Olinda, PR",1343
"Jataizinho, PR",12536
"Jesuítas, PR",8495
"Joaquim Távora, PR",11803
"Jundiaí do Sul, PR",3315
"Juranda, PR",7391
"Jussara, PR",6983
"Kaloré, PR",4154
"Lapa, PR",47909
"Laranjal, PR",5921
"Laranjeiras do Sul, PR",32006
"Leópolis, PR",3984
"Lidianópolis, PR",3391
"Lindoeste, PR",4762
"Loanda, PR",22927
"Lobato, PR",4755
"Londrina, PR",563943
"Luiziana, PR",7285
"Lunardelli, PR",4845
"Lupionópolis, PR",4894
"Mallet, PR",13595
"Mamborê, PR",13252
"Mandaguaçu, PR",22531
"Mandaguari, PR",34281
"Mandirituba, PR",26411
"Manfrinópolis, PR",2639
"Mangueirinha, PR",16787
"Manoel Ribas, PR",13494
"Marechal Cândido Rondon, PR",52379
"Maria Helena, PR",5720
"Marialva, PR",35180
"Marilândia do Sul, PR",8858
"Marilena, PR",7067
"Mariluz, PR",10354
"Maringá, PR",417010
"Mariópolis, PR",6586
"Maripá, PR",5624
"Marmeleiro, PR",14346
"Marquinho, PR",4472
"Marumbi, PR",4681
"Matelândia, PR",17775
"Matinhos, PR",34207
"Mato Rico, PR",3340
"Mauá da Serra, PR",10397
"Medianeira, PR",45812
"Mercedes, PR",5493
"Mirador, PR",2231
"Miraselva, PR",1816
"Missal, PR",10700
"Moreira Sales, PR",12201
"Morretes, PR",16366
"Munhoz de Melo, PR",3958
"Nossa Senhora das Graças, PR",4008
"Nova Aliança do Ivaí, PR",1534
"Nova América da Colina, PR",3456
"Nova Aurora, PR",10650
"Nova Cantu, PR",5550
"Nova Esperança, PR",27821
"Nova Esperança do Sudoeste, PR",5063
"Nova Fátima, PR",8170
"Nova Laranjeiras, PR",11603
"Nova Londrina, PR",13225
"Nova Olímpia, PR",5785
"Nova Santa Bárbara, PR",4220
"Nova Santa Rosa, PR",8171
"Nova Prata do Iguaçu, PR",10552
"Nova Tebas, PR",5856
"Novo Itacolomi, PR",2848
"Ortigueira, PR",22327
"Ourizona, PR",3430
"Ouro Verde do Oeste, PR",5975
"Paiçandu, PR",40777
"Palmas, PR",50198
"Palmeira, PR",33757
"Palmital, PR",13389
"Palotina, PR",31564
"Paraíso do Norte, PR",13631
"Paranacity, PR",11361
"Paranaguá, PR",153666
"Paranapoema, PR",3164
"Paranavaí, PR",87813
"Pato Bragado, PR",5535
"Pato Branco, PR",81893
"Paula Freitas, PR",5837
"Paulo Frontin, PR",7321
"Peabiru, PR",13985
"Perobal, PR",6092
"Pérola, PR",11144
"Pérola d'Oeste, PR",6407
"Piên, PR",12606
"Pinhais, PR",130789
"Pinhalão, PR",6327
"Pinhal de São Bento, PR",2725
"Pinhão, PR",32219
"Piraí do Sul, PR",25291
"Piraquara, PR",111052
"Pitanga, PR",30635
"Pitangueiras, PR",3185
"Planaltina do Paraná, PR",4254
"Planalto, PR",13528
"Ponta Grossa, PR",348043
"Pontal do Paraná, PR",26636
"Porecatu, PR",13084
"Porto Amazonas, PR",4821
"Porto Barreiro, PR",3292
"Porto Rico, PR",2561
"Porto Vitória, PR",4068
"Prado Ferreira, PR",3726
"Pranchita, PR",5221
"Presidente Castelo Branco, PR",5260
"Primeiro de Maio, PR",11114
"Prudentópolis, PR",51961
"Quarto Centenário, PR",4560
"Quatiguá, PR",7420
"Quatro Barras, PR",23199
"Quatro Pontes, PR",4000
"Quedas do Iguaçu, PR",33788
"Querência do Norte, PR",12180
"Quinta do Sol, PR",4640
"Quitandinha, PR",18873
"Ramilândia, PR",4426
"Rancho Alegre, PR",3832
"Rancho Alegre D'Oeste, PR",2682
"Realeza, PR",16894
"Rebouças, PR",14851
"Renascença, PR",6818
"Reserva, PR",26602
"Reserva do Iguaçu, PR",7950
"Ribeirão Claro, PR",10693
"Ribeirão do Pinhal, PR",13112
"Rio Azul, PR",15134
"Rio Bom, PR",3225
"Rio Bonito do Iguaçu, PR",13283
"Rio Branco do Ivaí, PR",4083
"Rio Branco do Sul, PR",32273
"Rio Negro, PR",33922
"Rolândia, PR",65757
"Roncador, PR",10058
"Rondon, PR",9534
"Rosário do Ivaí, PR",4886
"Sabáudia, PR",6760
"Salgado Filho, PR",3679
"Salto do Itararé, PR",4973
"Salto do Lontra, PR",14695
"Santa Amélia, PR",3385
"Santa Cecília do Pavão, PR",3376
"Santa Cruz de Monte Castelo, PR",7849
"Santa Fé, PR",11885
"Santa Helena, PR",26206
"Santa Inês, PR",1624
"Santa Isabel do Ivaí, PR",8603
"Santa Izabel do Oeste, PR",14521
"Santa Lúcia, PR",3834
"Santa Maria do Oeste, PR",9824
"Santa Mariana, PR",11829
"Santa Mônica, PR",3944
"Santana do Itararé, PR",5031
"Santa Tereza do Oeste, PR",10182
"Santa Terezinha de Itaipu, PR",23224
"Santo Antônio da Platina, PR",45728
"Santo Antônio do Caiuá, PR",2656
"Santo Antônio do Paraíso, PR",2144
"Santo Antônio do Sudoeste, PR",20069
"Santo Inácio, PR",5431
"São Carlos do Ivaí, PR",6834
"São Jerônimo da Serra, PR",11213
"São João, PR",10303
"São João do Caiuá, PR",5874
"São João do Ivaí, PR",10386
"São João do Triunfo, PR",14996
"São Jorge d'Oeste, PR",9074
"São Jorge do Ivaí, PR",5559
"São Jorge do Patrocínio, PR",5698
"São José da Boa Vista, PR",6254
"São José das Palmeiras, PR",3682
"São José dos Pinhais, PR",317476
"São Manoel do Paraná, PR",2158
"São Mateus do Sul, PR",45806
"São Miguel do Iguaçu, PR",27325
"São Pedro do Iguaçu, PR",5976
"São Pedro do Ivaí, PR",10915
"São Pedro do Paraná, PR",2338
"São Sebastião da Amoreira, PR",8847
"São Tomé, PR",5693
"Sapopema, PR",6751
"Sarandi, PR",95543
"Saudade do Iguaçu, PR",5459
"Sengés, PR",19267
"Serranópolis do Iguaçu, PR",4513
"Sertaneja, PR",5355
"Sertanópolis, PR",16323
"Siqueira Campos, PR",20778
"Sulina, PR",3033
"Tamarana, PR",14548
"Tamboara, PR",5080
"Tapejara, PR",16062
"Tapira, PR",5584
"Teixeira Soares, PR",12163
"Telêmaco Borba, PR",78135
"Terra Boa, PR",16984
"Terra Rica, PR",16652
"Terra Roxa, PR",17439
"Tibagi, PR",20436
"Tijucas do Sul, PR",16646
"Toledo, PR",138572
"Tomazina, PR",8032
"Três Barras do Paraná, PR",12043
"Tunas do Paraná, PR",8509
"Tuneiras do Oeste, PR",8599
"Tupãssi, PR",8128
"Turvo, PR",13340
"Ubiratã, PR",21119
"Umuarama, PR",110590
"União da Vitória, PR",57111
"Uniflor, PR",2595
"Uraí, PR",11356
"Wenceslau Braz, PR",19444
"Ventania, PR",11703
"Vera Cruz do Oeste, PR",8590
"Verê, PR",7342
"Alto Paraíso, PR",2799
"Doutor Ulysses, PR",5609
"Virmond, PR",4023
"Vitorino, PR",6817
"Xambrê, PR",5728
"Abdon Batista, SC",2577
"Abelardo Luz, SC",17847
"Agrolândia, SC",10711
"Agronômica, SC",5385
"Água Doce, SC",7138
"Águas de Chapecó, SC",6455
"Águas Frias, SC",2378
"Águas Mornas, SC",6378
"Alfredo Wagner, SC",9984
"Alto Bela Vista, SC",1948
"Anchieta, SC",5721
"Angelina, SC",4860
"Anita Garibaldi, SC",7313
"Anitápolis, SC",3236
"Antônio Carlos, SC",8411
"Apiúna, SC",10636
"Arabutã, SC",4266
"Araquari, SC",36710
"Araranguá, SC",67578
"Armazém, SC",8587
"Arroio Trinta, SC",3551
"Arvoredo, SC",2246
"Ascurra, SC",7889
"Atalanta, SC",3226
"Aurora, SC",5676
"Balneário Arroio do Silva, SC",12705
"Balneário Camboriú, SC",138732
"Balneário Barra do Sul, SC",10550
"Balneário Gaivota, SC",10692
"Bandeirante, SC",2708
"Barra Bonita, SC",1704
"Barra Velha, SC",28463
"Bela Vista do Toldo, SC",6311
"Belmonte, SC",2703
"Benedito Novo, SC",11526
"Biguaçu, SC",67458
"Blumenau, SC",352460
"Bocaina do Sul, SC",3460
"Bombinhas, SC",19193
"Bom Jardim da Serra, SC",4712
"Bom Jesus, SC",2961
"Bom Jesus do Oeste, SC",2146
"Bom Retiro, SC",9870
"Botuverá, SC",5169
"Braço do Norte, SC",33016
"Braço do Trombudo, SC",3718
"Brunópolis, SC",2473
"Brusque, SC",131703
"Caçador, SC",77863
"Caibi, SC",6167
"Calmon, SC",3357
"Camboriú, SC",80834
"Capão Alto, SC",2556
"Campo Alegre, SC",11974
"Campo Belo do Sul, SC",7081
"Campo Erê, SC",8636
"Campos Novos, SC",35930
"Canelinha, SC",12080
"Canoinhas, SC",54319
"Capinzal, SC",22658
"Capivari de Baixo, SC",24559
"Catanduvas, SC",10735
"Caxambu do Sul, SC",3735
"Celso Ramos, SC",2738
"Cerro Negro, SC",3181
"Chapadão do Lageado, SC",2969
"Chapecó, SC",216654
"Cocal do Sul, SC",16544
"Concórdia, SC",74106
"Cordilheira Alta, SC",4385
"Coronel Freitas, SC",10022
"Coronel Martins, SC",2544
"Corupá, SC",15709
"Correia Pinto, SC",13040
"Criciúma, SC",213023
"Cunha Porã, SC",11053
"Cunhataí, SC",1957
"Curitibanos, SC",39595
"Descanso, SC",8308
"Dionísio Cerqueira, SC",15450
"Dona Emma, SC",4105
"Doutor Pedrinho, SC",4013
"Entre Rios, SC",3189
"Ermo, SC",2066
"Erval Velho, SC",4407
"Faxinal dos Guedes, SC",10686
"Flor do Sertão, SC",1586
"Florianópolis, SC",492977
"Formosa do Sul, SC",2525
"Forquilhinha, SC",26368
"Fraiburgo, SC",36299
"Frei Rogério, SC",2077
"Galvão, SC",2956
"Garopaba, SC",22568
"Garuva, SC",17800
"Gaspar, SC",68465
"Governador Celso Ramos, SC",14333
"Grão Pará, SC",6542
"Gravatal, SC",11423
"Guabiruba, SC",23272
"Guaraciaba, SC",10154
"Guaramirim, SC",43822
"Guarujá do Sul, SC",5141
"Guatambú, SC",4710
"Herval d'Oeste, SC",22495
"Ibiam, SC",1959
"Ibicaré, SC",3227
"Ibirama, SC",18802
"Içara, SC",55581
"Ilhota, SC",14005
"Imaruí, SC",10326
"Imbituba, SC",44412
"Imbuia, SC",6153
"Indaial, SC",67923
"Iomerê, SC",2927
"Ipira, SC",4486
"Iporã do Oeste, SC",8945
"Ipuaçu, SC",7448
"Ipumirim, SC",7565
"Iraceminha, SC",4015
"Irani, SC",10339
"Irati, SC",1952
"Irineópolis, SC",11155
"Itá, SC",6209
"Itaiópolis, SC",21556
"Itajaí, SC",215895
"Itapema, SC",63250
"Itapiranga, SC",16736
"Itapoá, SC",19963
"Ituporanga, SC",24812
"Jaborá, SC",3955
"Jacinto Machado, SC",10457
"Jaguaruna, SC",19755
"Jaraguá do Sul, SC",174158
"Jardinópolis, SC",1595
"Joaçaba, SC",29827
"Joinville, SC",583144
"José Boiteux, SC",4985
"Jupiá, SC",2110
"Lacerdópolis, SC",2245
"Lages, SC",157743
"Laguna, SC",45500
"Lajeado Grande, SC",1437
"Laurentino, SC",6875
"Lauro Muller, SC",15174
"Lebon Régis, SC",12099
"Leoberto Leal, SC",3083
"Lindóia do Sul, SC",4580
"Lontras, SC",11942
"Luiz Alves, SC",12609
"Luzerna, SC",5686
"Macieira, SC",1784
"Mafra, SC",56017
"Major Gercino, SC",3430
"Major Vieira, SC",8048
"Maracajá, SC",7207
"Maravilha, SC",25403
"Marema, SC",1846
"Massaranduba, SC",16704
"Matos Costa, SC",2560
"Meleiro, SC",7028
"Mirim Doce, SC",2336
"Modelo, SC",4200
"Mondaí, SC",11592
"Monte Carlo, SC",9824
"Monte Castelo, SC",8280
"Morro da Fumaça, SC",17642
"Morro Grande, SC",2898
"Navegantes, SC",79285
"Nova Erechim, SC",4945
"Nova Itaberaba, SC",4333
"Nova Trento, SC",14312
"Nova Veneza, SC",14987
"Novo Horizonte, SC",2481
"Orleans, SC",22785
"Otacílio Costa, SC",18510
"Ouro, SC",7317
"Ouro Verde, SC",2227
"Paial, SC",1537
"Painel, SC",2363
"Palhoça, SC",168259
"Palma Sola, SC",7475
"Palmeira, SC",2603
"Palmitos, SC",16182
"Papanduva, SC",19218
"Paraíso, SC",3515
"Passo de Torres, SC",8594
"Passos Maia, SC",4186
"Paulo Lopes, SC",7418
"Pedras Grandes, SC",4000
"Penha, SC",31764
"Peritiba, SC",2814
"Pescaria Brava, SC",10022
"Petrolândia, SC",5971
"Balneário Piçarras, SC",22511
"Pinhalzinho, SC",19906
"Pinheiro Preto, SC",3513
"Piratuba, SC",3965
"Planalto Alegre, SC",2850
"Pomerode, SC",32874
"Ponte Alta, SC",4714
"Ponte Alta do Norte, SC",3408
"Ponte Serrada, SC",11552
"Porto Belo, SC",20834
"Porto União, SC",35250
"Pouso Redondo, SC",17189
"Praia Grande, SC",7326
"Presidente Castello Branco, SC",1590
"Presidente Getúlio, SC",17215
"Presidente Nereu, SC",2290
"Princesa, SC",2911
"Quilombo, SC",9946
"Rancho Queimado, SC",2868
"Rio das Antas, SC",6208
"Rio do Campo, SC",5979
"Rio do Oeste, SC",7456
"Rio dos Cedros, SC",11542
"Rio do Sul, SC",70100
"Rio Fortuna, SC",4601
"Rio Negrinho, SC",42106
"Rio Rufino, SC",2482
"Riqueza, SC",4636
"Rodeio, SC",11502
"Romelândia, SC",4890
"Salete, SC",7626
"Saltinho, SC",3808
"Salto Veloso, SC",4680
"Sangão, SC",12446
"Santa Cecília, SC",16741
"Santa Helena, SC",2247
"Santa Rosa de Lima, SC",2137
"Santa Rosa do Sul, SC",8338
"Santa Terezinha, SC",8801
"Santiago do Sul, SC",2484
"Santa Terezinha do Progresso, SC",1286
"Santo Amaro da Imperatriz, SC",22905
"São Bernardino, SC",2386
"São Bento do Sul, SC",83576
"São Bonifácio, SC",2862
"São Carlos, SC",11191
"São Cristovão do Sul, SC",5499
"São Domingos, SC",9457
"São Francisco do Sul, SC",51677
"São João do Oeste, SC",6359
"São João Batista, SC",36244
"São João do Itaperiú, SC",3707
"São João do Sul, SC",7280
"São Joaquim, SC",26763
"São José, SC",242927
"São José do Cedro, SC",13838
"São José do Cerrito, SC",8421
"São Lourenço do Oeste, SC",23857
"São Ludgero, SC",13165
"São Martinho, SC",3189
"São Miguel da Boa Vista, SC",1833
"São Miguel do Oeste, SC",40090
"São Pedro de Alcântara, SC",5709
"Saudades, SC",9679
"Schroeder, SC",20728
"Seara, SC",17506
"Serra Alta, SC",3270
"Siderópolis, SC",13920
"Sombrio, SC",30010
"Sul Brasil, SC",2500
"Taió, SC",18302
"Tangará, SC",8691
"Tigrinhos, SC",1646
"Tijucas, SC",37645
"Timbé do Sul, SC",5354
"Timbó, SC",43484
"Timbó Grande, SC",7812
"Três Barras, SC",19183
"Treviso, SC",3891
"Treze de Maio, SC",7070
"Treze Tílias, SC",7687
"Trombudo Central, SC",7284
"Tubarão, SC",104937
"Tunápolis, SC",4561
"Turvo, SC",12806
"União do Oeste, SC",2517
"Urubici, SC",11195
"Urupema, SC",2472
"Urussanga, SC",21190
"Vargeão, SC",3575
"Vargem, SC",2522
"Vargem Bonita, SC",4534
"Vidal Ramos, SC",6347
"Videira, SC",52510
"Vitor Meireles, SC",5014
"Witmarsum, SC",3932
"Xanxerê, SC",50309
"Xavantina, SC",3963
"Xaxim, SC",28424
"Zortéa, SC",3328
"Balneário Rincão, SC",12570
"Aceguá, RS",4858
"Água Santa, RS",3753
"Agudo, RS",16524
"Ajuricaba, RS",7063
"Alecrim, RS",6077
"Alegrete, RS",74173
"Alegria, RS",3559
"Almirante Tamandaré do Sul, RS",1979
"Alpestre, RS",6458
"Alto Alegre, RS",1663
"Alto Feliz, RS",3020
"Alvorada, RS",209213
"Amaral Ferrador, RS",6974
"Ametista do Sul, RS",7416
"André da Rocha, RS",1324
"Anta Gorda, RS",6003
"Antônio Prado, RS",13055
"Arambaré, RS",3600
"Araricá, RS",5622
"Aratiba, RS",6283
"Arroio do Meio, RS",20637
"Arroio do Sal, RS",9842
"Arroio do Padre, RS",2921
"Arroio dos Ratos, RS",14123
"Arroio do Tigre, RS",13332
"Arroio Grande, RS",18351
"Arvorezinha, RS",10425
"Augusto Pestana, RS",6706
"Áurea, RS",3573
"Bagé, RS",120943
"Balneário Pinhal, RS",13760
"Barão, RS",6139
"Barão de Cotegipe, RS",6627
"Barão do Triunfo, RS",7454
"Barracão, RS",5295
"Barra do Guarita, RS",3238
"Barra do Quaraí, RS",4202
"Barra do Ribeiro, RS",13423
"Barra do Rio Azul, RS",1726
"Barra Funda, RS",2527
"Barros Cassal, RS",11216
"Benjamin Constant do Sul, RS",2031
"Bento Gonçalves, RS",119049
"Boa Vista das Missões, RS",2104
"Boa Vista do Buricá, RS",6712
"Boa Vista do Cadeado, RS",2473
"Boa Vista do Incra, RS",2590
"Boa Vista do Sul, RS",2788
"Bom Jesus, RS",11391
"Bom Princípio, RS",13846
"Bom Progresso, RS",1987
"Bom Retiro do Sul, RS",12265
"Boqueirão do Leão, RS",7726
"Bossoroca, RS",6356
"Bozano, RS",2135
"Braga, RS",3397
"Brochier, RS",5043
"Butiá, RS",20929
"Caçapava do Sul, RS",33702
"Cacequi, RS",12705
"Cachoeira do Sul, RS",82547
"Cachoeirinha, RS",129307
"Cacique Doble, RS",5055
"Caibaté, RS",4856
"Caiçara, RS",4788
"Camaquã, RS",66034
"Camargo, RS",2724
"Cambará do Sul, RS",6456
"Campestre da Serra, RS",3380
"Campina das Missões, RS",5553
"Campinas do Sul, RS",5471
"Campo Bom, RS",66156
"Campo Novo, RS",4596
"Campos Borges, RS",3345
"Candelária, RS",31306
"Cândido Godói, RS",6246
"Candiota, RS",9519
"Canela, RS",44489
"Canguçu, RS",55871
"Canoas, RS",344957
"Canudos do Vale, RS",1729
"Capão Bonito do Sul, RS",1668
"Capão da Canoa, RS",52004
"Capão do Cipó, RS",3602
"Capão do Leão, RS",25297
"Capivari do Sul, RS",4589
"Capela de Santana, RS",11810
"Capitão, RS",2750
"Carazinho, RS",61949
"Caraá, RS",8187
"Carlos Barbosa, RS",29409
"Carlos Gomes, RS",1404
"Casca, RS",9010
"Caseiros, RS",3189
"Catuípe, RS",8851
"Caxias do Sul, RS",504069
"Centenário, RS",2905
"Cerrito, RS",6136
"Cerro Branco, RS",4676
"Cerro Grande, RS",2327
"Cerro Grande do Sul, RS",12058
"Cerro Largo, RS",14074
"Chapada, RS",9300
"Charqueadas, RS",40301
"Charrua, RS",3306
"Chiapetta, RS",3794
"Chuí, RS",6635
"Chuvisca, RS",5401
"Cidreira, RS",15912
"Ciríaco, RS",4775
"Colinas, RS",2442
"Colorado, RS",3221
"Condor, RS",6746
"Constantina, RS",9915
"Coqueiro Baixo, RS",1507
"Coqueiros do Sul, RS",2327
"Coronel Barros, RS",2518
"Coronel Bicaco, RS",7385
"Coronel Pilar, RS",1641
"Cotiporã, RS",3868
"Coxilha, RS",2769
"Crissiumal, RS",13544
"Cristal, RS",7950
"Cristal do Sul, RS",2851
"Cruz Alta, RS",60693
"Cruzaltense, RS",1870
"Cruzeiro do Sul, RS",12290
"David Canabarro, RS",4744
"Derrubadas, RS",2852
"Dezesseis de Novembro, RS",2478
"Dilermando de Aguiar, RS",3026
"Dois Irmãos, RS",32205
