name,level,city,county,state,country,cases,deaths,recovered,tested,active,population,populationDensity,lat,long,url,rating,tz,featureId,countryId,stateId,hospitalized,aggregate,discharged,countyId,publishedDate
"Iowa County, Iowa, United States",county,,Iowa County,Iowa,United States,13,0,0,,13,16184,10.590694228853714,41.6862845,-92.06312549999998,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19095,iso1:US,iso2:US-IA,,county,,fips:19095,
"Polk County, Iowa, United States",county,,Polk County,Iowa,United States,387,13,0,,374,490161,319.89081917886,41.6727085,-93.572064,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19153,iso1:US,iso2:US-IA,,county,,fips:19153,
"Poweshiek County, Iowa, United States",county,,Poweshiek County,Iowa,United States,13,1,0,,12,18504,12.161040681606844,41.68578649999999,-92.5321265,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19157,iso1:US,iso2:US-IA,,county,,fips:19157,
"Jasper County, Iowa, United States",county,,Jasper County,Iowa,United States,42,0,0,,42,37185,19.573683963248993,41.685463999999996,-93.0525945,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19099,iso1:US,iso2:US-IA,,county,,fips:19099,
"Scott County, Iowa, United States",county,,Scott County,Iowa,United States,171,3,0,,168,172943,142.60572115055933,41.6130335,-90.6063115,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19163,iso1:US,iso2:US-IA,,county,,fips:19163,
"Muscatine County, Iowa, United States",county,,Muscatine County,Iowa,United States,218,4,0,,214,42664,36.63084360816909,41.465982651107645,-91.076572,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19139,iso1:US,iso2:US-IA,,county,,fips:19139,
"Pottawattamie County, Iowa, United States",county,,Pottawattamie County,Iowa,United States,18,1,0,,17,93206,37.45652706648098,41.33309761347459,-95.58726949999999,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19155,iso1:US,iso2:US-IA,,county,,fips:19155,
"Cass County, Iowa, United States",county,,Cass County,Iowa,United States,1,0,0,,1,12836,8.757675185790834,41.331557,-94.927974,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19029,iso1:US,iso2:US-IA,,county,,fips:19029,
"Washington County, Iowa, United States",county,,Washington County,Iowa,United States,121,5,0,,116,21965,14.838861484845774,41.336496499999996,-91.71501899999998,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19183,iso1:US,iso2:US-IA,,county,,fips:19183,
"Adair County, Iowa, United States",county,,Adair County,Iowa,United States,1,0,0,,1,7152,4.837811659266358,41.330641,-94.471111,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19001,iso1:US,iso2:US-IA,,county,,fips:19001,
"Keokuk County, Iowa, United States",county,,Keokuk County,Iowa,United States,3,0,0,,3,10246,6.812100959411128,41.33634549999999,-92.178783,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19107,iso1:US,iso2:US-IA,,county,,fips:19107,
"Warren County, Iowa, United States",county,,Warren County,Iowa,United States,20,0,0,,20,51466,34.587142267639926,41.3363155,-93.559249,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19181,iso1:US,iso2:US-IA,,county,,fips:19181,
"Madison County, Iowa, United States",county,,Madison County,Iowa,United States,3,1,0,,2,16338,11.208181504131586,41.334263,-94.01541649999999,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19121,iso1:US,iso2:US-IA,,county,,fips:19121,
"Mahaska County, Iowa, United States",county,,Mahaska County,Iowa,United States,8,1,0,,7,22095,14.857871804862462,41.335307,-92.640827,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19123,iso1:US,iso2:US-IA,,county,,fips:19123,
"Marion County, Iowa, United States",county,,Marion County,Iowa,United States,5,0,0,,5,33253,22.499168276531613,41.3345905,-93.0991925,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19125,iso1:US,iso2:US-IA,,county,,fips:19125,
"Louisa County, Iowa, United States",county,,Louisa County,Iowa,United States,215,2,0,,213,11035,10.200552689869635,41.248279499999995,-91.215988,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19115,iso1:US,iso2:US-IA,,county,,fips:19115,
"Mills County, Iowa, United States",county,,Mills County,Iowa,United States,2,0,0,,2,15109,13.227053548888279,41.0306569850206,-95.63391899999999,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19129,iso1:US,iso2:US-IA,,county,,fips:19129,
"Montgomery County, Iowa, United States",county,,Montgomery County,Iowa,United States,1,0,0,,1,9917,8.998405272073589,41.030332,-95.15627549999999,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19137,iso1:US,iso2:US-IA,,county,,fips:19137,
"Adams County, Iowa, United States",county,,Adams County,Iowa,United States,0,0,0,,0,3602,3.2668613886737803,41.029005,-94.699531,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19003,iso1:US,iso2:US-IA,,county,,fips:19003,
"Henry County, Iowa, United States",county,,Henry County,Iowa,United States,27,1,0,,26,19954,17.64235598976036,40.9877195,-91.54454249999999,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19087,iso1:US,iso2:US-IA,,county,,fips:19087,
"Jefferson County, Iowa, United States",county,,Jefferson County,Iowa,United States,6,0,0,,6,18295,16.14602236606027,41.031649,-91.948008,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19101,iso1:US,iso2:US-IA,,county,,fips:19101,
"Union County, Iowa, United States",county,,Union County,Iowa,United States,1,0,0,,1,12241,11.087175399201552,41.0272985,-94.24248399999999,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19175,iso1:US,iso2:US-IA,,county,,fips:19175,
"Wapello County, Iowa, United States",county,,Wapello County,Iowa,United States,6,0,0,,6,34969,30.948189393154227,41.030773999999994,-92.4097165,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19179,iso1:US,iso2:US-IA,,county,,fips:19179,
"Clarke County, Iowa, United States",county,,Clarke County,Iowa,United States,2,0,0,,2,9395,8.395182752737046,41.0293525,-93.7856715,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19039,iso1:US,iso2:US-IA,,county,,fips:19039,
"Lucas County, Iowa, United States",county,,Lucas County,Iowa,United States,0,0,0,,0,8600,7.6375491366009856,41.0295775,-93.3275755,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19117,iso1:US,iso2:US-IA,,county,,fips:19117,
"Monroe County, Iowa, United States",county,,Monroe County,Iowa,United States,0,0,0,,0,7707,6.849754249351953,41.0298745,-92.869154,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19135,iso1:US,iso2:US-IA,,county,,fips:19135,
"Des Moines County, Iowa, United States",county,,Des Moines County,Iowa,United States,13,0,0,,13,38967,34.88436337195364,40.8851953454397,-91.17585299999999,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19057,iso1:US,iso2:US-IA,,county,,fips:19057,
"Fremont County, Iowa, United States",county,,Fremont County,Iowa,United States,0,0,0,,0,6960,5.201364170168242,40.741097234476,-95.6297625,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19071,iso1:US,iso2:US-IA,,county,,fips:19071,
"Page County, Iowa, United States",county,,Page County,Iowa,United States,4,0,0,,4,15107,10.870289667045425,40.738309,-95.14918899999999,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19145,iso1:US,iso2:US-IA,,county,,fips:19145,
"Taylor County, Iowa, United States",county,,Taylor County,Iowa,United States,1,0,0,,1,6121,4.412746734042241,40.73568,-94.699654,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19173,iso1:US,iso2:US-IA,,county,,fips:19173,
"Ringgold County, Iowa, United States",county,,Ringgold County,Iowa,United States,0,0,0,,0,4894,3.5044134302983516,40.7351635,-94.243008,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19159,iso1:US,iso2:US-IA,,county,,fips:19159,
"Van Buren County, Iowa, United States",county,,Van Buren County,Iowa,United States,8,0,0,,8,7044,5.526440546595237,40.7498465,-91.9482745,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19177,iso1:US,iso2:US-IA,,county,,fips:19177,
"Davis County, Iowa, United States",county,,Davis County,Iowa,United States,0,0,0,,0,9000,6.885167962734879,40.74528649999999,-92.40908149999998,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19051,iso1:US,iso2:US-IA,,county,,fips:19051,
"Decatur County, Iowa, United States",county,,Decatur County,Iowa,United States,0,0,0,,0,7870,5.695917354160795,40.7366415,-93.78601599999999,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19053,iso1:US,iso2:US-IA,,county,,fips:19053,
"Wayne County, Iowa, United States",county,,Wayne County,Iowa,United States,0,0,0,,0,6441,4.71022490562127,40.739183499999996,-93.32709750000001,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19185,iso1:US,iso2:US-IA,,county,,fips:19185,
"Appanoose County, Iowa, United States",county,,Appanoose County,Iowa,United States,2,2,0,,0,12426,9.279965324853174,40.74145,-92.8677465,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19007,iso1:US,iso2:US-IA,,county,,fips:19007,
"Lee County, Iowa, United States",county,,Lee County,Iowa,United States,3,0,0,,3,33657,24.200749198864678,40.595904000000004,-91.4156102922897,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.5294117647058824,America/Chicago,fips:19111,iso1:US,iso2:US-IA,,county,,fips:19111,
"Iowa, United States",state,,,Iowa,United States,3159,79,,,,3155070,21.634369789962793,41.939499999999995,-93.388,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,0.37254901960784315,America/Chicago,iso2:US-IA,iso1:US,iso2:US-IA,,county,,,
"Benewah County, Idaho, United States",county,,Benewah County,Idaho,United States,0,0,,,,9298,4.563480333385828,47.218305,-116.6847376691355,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Los_Angeles,fips:16009,iso1:US,iso2:US-ID,,county,,fips:16009,
"Bingham County, Idaho, United States",county,,Bingham County,Idaho,United States,3,0,,,,46811,8.511182412166459,43.244837,-112.2979045,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16011,iso1:US,iso2:US-ID,,county,,fips:16011,
"Blaine County, Idaho, United States",county,,Blaine County,Idaho,United States,478,5,,,,23021,3.3392678662944664,43.305505499999995,-114.0020025,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16013,iso1:US,iso2:US-ID,,county,,fips:16013,
"Boise County, Idaho, United States",county,,Boise County,Idaho,United States,0,0,,,,7831,1.5798446884008304,43.967600499999996,-115.624681,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16015,iso1:US,iso2:US-ID,,county,,fips:16015,
"Bonner County, Idaho, United States",county,,Bonner County,Idaho,United States,4,0,,,,45739,9.218826142082033,48.36877199999999,-116.54544704172051,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Los_Angeles,fips:16017,iso1:US,iso2:US-ID,,county,,fips:16017,
"Bonneville County, Idaho, United States",county,,Bonneville County,Idaho,United States,24,0,,,,119062,24.171722746540716,43.323122,-111.78201050000001,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16019,iso1:US,iso2:US-ID,,county,,fips:16019,
"Boundary County, Idaho, United States",county,,Boundary County,Idaho,United States,1,0,,,,12245,3.700712582823695,48.750809,-116.54071612072951,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Los_Angeles,fips:16021,iso1:US,iso2:US-ID,,county,,fips:16021,
"Butte County, Idaho, United States",county,,Butte County,Idaho,United States,0,0,,,,2597,0.4480413142653516,43.759401999999994,-113.24684149999999,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16023,iso1:US,iso2:US-ID,,county,,fips:16023,
"Camas County, Idaho, United States",county,,Camas County,Idaho,United States,1,0,,,,1106,0.39552521287479997,43.528313499999996,-114.730666,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16025,iso1:US,iso2:US-ID,,county,,fips:16025,
"Canyon County, Idaho, United States",county,,Canyon County,Idaho,United States,207,5,,,,229849,146.8592706957396,43.585336999999996,-116.7531865,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16027,iso1:US,iso2:US-ID,,county,,fips:16027,
"Caribou County, Idaho, United States",county,,Caribou County,Idaho,United States,1,0,,,,7155,1.5349078981580573,42.7188795,-111.59660650000001,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16029,iso1:US,iso2:US-ID,,county,,fips:16029,
"Cassia County, Idaho, United States",county,,Cassia County,Idaho,United States,11,1,,,,24030,3.5865687861679083,42.337847499999995,-113.6433085,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16031,iso1:US,iso2:US-ID,,county,,fips:16031,
"Ada County, Idaho, United States",county,,Ada County,Idaho,United States,616,12,,,,481587,175.24544617312307,43.459817,-116.2441225,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16001,iso1:US,iso2:US-ID,,county,,fips:16001,
"Adams County, Idaho, United States",county,,Adams County,Idaho,United States,3,0,,,,4294,1.2099022175872292,44.856154,-116.496369225562,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16003,iso1:US,iso2:US-ID,,county,,fips:16003,
"Bannock County, Idaho, United States",county,,Bannock County,Idaho,United States,8,0,,,,87808,29.5076470829627,42.63932,-112.31327049999999,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16005,iso1:US,iso2:US-ID,,county,,fips:16005,
"Bear Lake County, Idaho, United States",county,,Bear Lake County,Idaho,United States,0,0,,,,6125,2.2520984716185377,42.300987290790246,-111.3407995,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16007,iso1:US,iso2:US-ID,,county,,fips:16007,
"Franklin County, Idaho, United States",county,,Franklin County,Idaho,United States,0,0,,,,13876,8.015980342418025,42.2141168457069,-111.816999986714,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16041,iso1:US,iso2:US-ID,,county,,fips:16041,
"Fremont County, Idaho, United States",county,,Fremont County,Idaho,United States,2,0,,,,13099,2.665985759472067,44.3191015,-111.601716957252,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16043,iso1:US,iso2:US-ID,,county,,fips:16043,
"Gem County, Idaho, United States",county,,Gem County,Idaho,United States,10,0,,,,18112,12.513263243508149,44.1589725,-116.43248349999999,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16045,iso1:US,iso2:US-ID,,county,,fips:16045,
"Gooding County, Idaho, United States",county,,Gooding County,Idaho,United States,8,0,,,,15179,7.982195250352062,42.923821499999995,-114.84061349999999,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16047,iso1:US,iso2:US-ID,,county,,fips:16047,
"Madison County, Idaho, United States",county,,Madison County,Idaho,United States,8,0,,,,39907,32.591019001080284,43.775591,-111.69113899999999,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16065,iso1:US,iso2:US-ID,,county,,fips:16065,
"Minidoka County, Idaho, United States",county,,Minidoka County,Idaho,United States,10,0,,,,21039,10.653888606624193,42.85952449999999,-113.67246850000001,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16067,iso1:US,iso2:US-ID,,county,,fips:16067,
"Latah County, Idaho, United States",county,,Latah County,Idaho,United States,4,0,,,,40108,14.424194386360544,46.83609811681845,-116.684623,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Los_Angeles,fips:16057,iso1:US,iso2:US-ID,,county,,fips:16057,
"Nez Perce County, Idaho, United States",county,,Nez Perce County,Idaho,United States,40,11,,,,40408,18.20151452046364,46.24291531993809,-116.711711,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Los_Angeles,fips:16069,iso1:US,iso2:US-ID,,county,,fips:16069,
"Oneida County, Idaho, United States",county,,Oneida County,Idaho,United States,0,0,,,,4531,1.4557331609736293,42.24981149999999,-112.535153127509,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16071,iso1:US,iso2:US-ID,,county,,fips:16071,
"Lemhi County, Idaho, United States",county,,Lemhi County,Idaho,United States,0,0,,,,8027,0.6787816333295135,44.9673075,-113.81564750000001,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16059,iso1:US,iso2:US-ID,,county,,fips:16059,
"Lewis County, Idaho, United States",county,,Lewis County,Idaho,United States,0,0,,,,3838,3.093277269437142,46.2300025,-116.364526,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Los_Angeles,fips:16061,iso1:US,iso2:US-ID,,county,,fips:16061,
"Lincoln County, Idaho, United States",county,,Lincoln County,Idaho,United States,17,0,,,,5366,1.7185863201985256,42.9821455,-114.1543245,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16063,iso1:US,iso2:US-ID,,county,,fips:16063,
"Clark County, Idaho, United States",county,,Clark County,Idaho,United States,0,0,,,,845,0.18480566580325294,44.270613499999996,-112.306192928113,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16033,iso1:US,iso2:US-ID,,county,,fips:16033,
"Clearwater County, Idaho, United States",county,,Clearwater County,Idaho,United States,0,0,,,,8756,1.3596583181503912,46.600212,-115.5252840788665,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Los_Angeles,fips:16035,iso1:US,iso2:US-ID,,county,,fips:16035,
"Custer County, Idaho, United States",county,,Custer County,Idaho,United States,2,0,,,,4315,0.3373305130296926,44.224146999999995,-114.312437,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16037,iso1:US,iso2:US-ID,,county,,fips:16037,
"Elmore County, Idaho, United States",county,,Elmore County,Idaho,United States,24,1,,,,27511,3.4259610289906863,43.4332235,-115.6193575,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16039,iso1:US,iso2:US-ID,,county,,fips:16039,
"Idaho County, Idaho, United States",county,,Idaho County,Idaho,United States,3,0,,,,16667,0.756814385307078,45.888248499999996,-115.55843248766351,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Los_Angeles,fips:16049,iso1:US,iso2:US-ID,,county,,fips:16049,
"Jefferson County, Idaho, United States",county,,Jefferson County,Idaho,United States,5,0,,,,29871,10.423407646348366,43.840802,-112.16153,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16051,iso1:US,iso2:US-ID,,county,,fips:16051,
"Jerome County, Idaho, United States",county,,Jerome County,Idaho,United States,44,2,,,,24412,15.604462153219673,42.672903500000004,-114.27454399999999,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16053,iso1:US,iso2:US-ID,,county,,fips:16053,
"Kootenai County, Idaho, United States",county,,Kootenai County,Idaho,United States,52,0,,,,165697,48.89841513735051,47.678761929083294,-116.6860315,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Los_Angeles,fips:16055,iso1:US,iso2:US-ID,,county,,fips:16055,
"Teton County, Idaho, United States",county,,Teton County,Idaho,United States,8,0,,,,12142,10.414156317604867,43.742679425361445,-111.2230008717055,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16081,iso1:US,iso2:US-ID,,county,,fips:16081,
"Twin Falls County, Idaho, United States",county,,Twin Falls County,Idaho,United States,123,10,,,,86878,17.431546675799034,42.4559834602605,-114.5192725901105,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16083,iso1:US,iso2:US-ID,,county,,fips:16083,
"Valley County, Idaho, United States",county,,Valley County,Idaho,United States,2,0,,,,11392,1.1777729468065201,44.6834785,-115.453936,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16085,iso1:US,iso2:US-ID,,county,,fips:16085,
"Washington County, Idaho, United States",county,,Washington County,Idaho,United States,1,0,,,,10194,2.6716504105240104,44.496370385401804,-116.7714515,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16087,iso1:US,iso2:US-ID,,county,,fips:16087,
"Owyhee County, Idaho, United States",county,,Owyhee County,Idaho,United States,4,0,,,,11823,0.5928478822988643,42.83840791133225,-116.032349,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,0.49019607843137253,America/Boise,fips:16073,iso1:US,iso2:US-ID,,county,,fips:16073,
